"COUNTRY" "NUTS_ID" "YEAR" "CASES" "AVG_2003_2010" "STD_ANOMALY" "WNV_before"
"Hungary" "HU321" 2011 1 17.1619120522675 0.22187090668744 "NR"
"Hungary" "HU321" 2012 1 17.1619120522675 1.14112147863222 "1"
"Hungary" "HU321" 2013 2 17.1619120522675 0.565562384808175 "1"
"Hungary" "HU321" 2014 0 17.1619120522675 0.630275564088745 "1"
"Hungary" "HU321" 2015 2 17.1619120522675 0.0455599761968727 "0"
"Hungary" "HU321" 2016 3 17.1619120522675 0.228257337699896 "1"
"Hungary" "HU321" 2017 2 17.1619120522675 -0.657872311086594 "1"
"Hungary" "HU321" 2018 23 17.1619120522675 2.33623309859209 "1"
"Hungary" "HU321" 2019 3 17.1619120522675 0.322272579042666 "1"
"Hungary" "HU322" 2013 1 17.1544759665763 0.0311324951296989 "NR"
"Hungary" "HU322" 2014 1 17.1544759665763 0.248532694822106 "1"
"Hungary" "HU322" 2015 0 17.1544759665763 0.108099759487102 "1"
"Hungary" "HU322" 2016 3 17.1544759665763 0.078266064950374 "0"
"Hungary" "HU322" 2017 1 17.1544759665763 -0.798994009428272 "1"
"Hungary" "HU322" 2018 11 17.1544759665763 1.66802504468253 "1"
"Hungary" "HU322" 2019 2 17.1544759665763 -0.0363134656834183 "1"
"Hungary" "HU323" 2011 1 16.6596291633835 0.0877271961406811 "NR"
"Hungary" "HU323" 2012 0 16.6596291633835 1.42051188085148 "1"
"Hungary" "HU323" 2013 0 16.6596291633835 0.520154919532327 "0"
"Hungary" "HU323" 2014 0 16.6596291633835 0.688403830054207 "0"
"Hungary" "HU323" 2015 1 16.6596291633835 0.139147702544396 "0"
"Hungary" "HU323" 2016 3 16.6596291633835 0.641254004075926 "1"
"Hungary" "HU323" 2017 1 16.6596291633835 -0.599391164892857 "1"
"Hungary" "HU323" 2018 7 16.6596291633835 2.66135966476272 "1"
"Hungary" "HU323" 2019 1 16.6596291633835 0.54185238063944 "1"
"Hungary" "HU331" 2015 1 17.3107599428406 -0.16973480299347 "NR"
"Hungary" "HU331" 2016 1 17.3107599428406 -0.437162120942339 "1"
"Hungary" "HU331" 2017 0 17.3107599428406 -0.953544310246492 "1"
"Hungary" "HU331" 2018 7 17.3107599428406 1.73420360969492 "0"
"Hungary" "HU331" 2019 6 17.3107599428406 -0.5705913432349 "1"
"Hungary" "HU332" 2012 1 17.5537118932223 1.04298670581235 "NR"
"Hungary" "HU332" 2013 1 17.5537118932223 0.383278236118081 "1"
"Hungary" "HU332" 2014 0 17.5537118932223 0.102654789176237 "1"
"Hungary" "HU332" 2015 0 17.5537118932223 0.208008481425976 "0"
"Hungary" "HU332" 2016 1 17.5537118932223 0.280605985055809 "0"
"Hungary" "HU332" 2017 0 17.5537118932223 -0.312957987635276 "1"
"Hungary" "HU332" 2018 14 17.5537118932223 1.91370238501174 "0"
"Hungary" "HU332" 2019 6 17.5537118932223 0.0916473093214124 "1"
"Hungary" "HU333" 2012 1 17.353900572324 0.62943846436122 "NR"
"Hungary" "HU333" 2013 0 17.353900572324 -0.21255989051929 "1"
"Hungary" "HU333" 2014 2 17.353900572324 0.0667336981541683 "0"
"Hungary" "HU333" 2015 1 17.353900572324 -0.164238519066827 "1"
"Hungary" "HU333" 2016 1 17.353900572324 -0.195523073210346 "1"
"Hungary" "HU333" 2017 0 17.353900572324 -0.569912958089869 "1"
"Hungary" "HU333" 2018 3 17.353900572324 1.60364648330503 "0"
"Hungary" "HU333" 2019 7 17.353900572324 0.0681195493377751 "1"
"Italy" "ITC11" 2015 1 15.6243964326162 0.731818201172131 "NR"
"Italy" "ITC11" 2016 0 15.6243964326162 -0.276162711405297 "1"
"Italy" "ITC11" 2017 0 15.6243964326162 0.00485058280616444 "0"
"Italy" "ITC11" 2018 19 15.6243964326162 1.13902039826234 "0"
"Italy" "ITC11" 2019 4 15.6243964326162 -1.06764086775851 "1"
"Italy" "ITC12" 2018 9 17.0431499350769 0.932166127162523 "NR"
"Italy" "ITC12" 2019 1 17.0431499350769 -0.913952640694751 "1"
"Italy" "ITC15" 2016 1 17.6076991486815 -0.572076996574 "NR"
"Italy" "ITC15" 2017 0 17.6076991486815 0.295710520379043 "1"
"Italy" "ITC15" 2018 5 17.6076991486815 1.15644054552447 "0"
"Italy" "ITC15" 2019 0 17.6076991486815 -1.10571021109371 "1"
"Italy" "ITC16" 2018 4 15.2672134972908 0.638343852377134 "NR"
"Italy" "ITC16" 2019 3 15.2672134972908 -1.68888800830409 "1"
"Italy" "ITC17" 2017 2 17.0345271644039 -0.0621862738189457 "NR"
"Italy" "ITC17" 2018 10 17.0345271644039 1.23436495168037 "1"
"Italy" "ITC17" 2019 1 17.0345271644039 -1.6005350102505 "1"
"Italy" "ITC18" 2018 12 16.8474004397678 1.04407818031511 "NR"
"Italy" "ITC18" 2019 1 16.8474004397678 -1.52772636693102 "1"
"Italy" "ITC41" 2018 1 16.2310091694673 1.36497350729072 "NR"
"Italy" "ITC41" 2019 0 16.2310091694673 -0.935519073540828 "1"
"Italy" "ITC42" 2015 1 14.6381972569384 0.787991572329886 "NR"
"Italy" "ITC42" 2016 0 14.6381972569384 -0.516372278778232 "1"
"Italy" "ITC42" 2017 0 14.6381972569384 0.289452163245926 "0"
"Italy" "ITC42" 2018 1 14.6381972569384 1.21624337680886 "0"
"Italy" "ITC42" 2019 0 14.6381972569384 -0.69455154408115 "1"
"Italy" "ITC46" 2018 1 15.3677079573464 1.13508913904435 "NR"
"Italy" "ITC46" 2019 0 15.3677079573464 -0.927559244680854 "1"
"Italy" "ITC47" 2013 2 16.1726339228889 -0.810407917417041 "NR"
"Italy" "ITC47" 2014 1 16.1726339228889 0.027465624859635 "1"
"Italy" "ITC47" 2015 0 16.1726339228889 0.762598841521469 "1"
"Italy" "ITC47" 2016 0 16.1726339228889 -0.260070464398271 "0"
"Italy" "ITC47" 2017 0 16.1726339228889 -0.0560414857019345 "0"
"Italy" "ITC47" 2018 1 16.1726339228889 0.926080212063291 "0"
"Italy" "ITC47" 2019 0 16.1726339228889 -1.2128815936367 "1"
"Italy" "ITC48" 2014 5 18.1742330452763 -0.0242434413316234 "NR"
"Italy" "ITC48" 2015 6 18.1742330452763 0.462763332520391 "1"
"Italy" "ITC48" 2016 0 18.1742330452763 0.0474717781597606 "1"
"Italy" "ITC48" 2017 0 18.1742330452763 0.633709886402714 "0"
"Italy" "ITC48" 2018 7 18.1742330452763 0.825063868834352 "0"
"Italy" "ITC48" 2019 0 18.1742330452763 -1.37415124314489 "1"
"Italy" "ITC49" 2013 1 18.5272925974688 -1.27442152842269 "NR"
"Italy" "ITC49" 2014 2 18.5272925974688 0.399765635002333 "1"
"Italy" "ITC49" 2015 4 18.5272925974688 0.549792309634609 "1"
"Italy" "ITC49" 2016 1 18.5272925974688 0.0982746541824235 "1"
"Italy" "ITC49" 2017 2 18.5272925974688 0.528607464963917 "1"
"Italy" "ITC49" 2018 2 18.5272925974688 0.837450094404885 "1"
"Italy" "ITC49" 2019 0 18.5272925974688 -1.71451747777991 "1"
"Italy" "ITC4A" 2013 1 18.7292576136559 -1.37178245426906 "NR"
"Italy" "ITC4A" 2014 3 18.7292576136559 0.519969705650257 "1"
"Italy" "ITC4A" 2015 9 18.7292576136559 0.691486168223798 "1"
"Italy" "ITC4A" 2016 6 18.7292576136559 -0.16308903111042 "1"
"Italy" "ITC4A" 2017 5 18.7292576136559 0.478062530196941 "1"
"Italy" "ITC4A" 2018 4 18.7292576136559 0.902253335015702 "1"
"Italy" "ITC4A" 2019 0 18.7292576136559 -1.96946821293345 "1"
"Italy" "ITC4B" 2013 7 18.7886380737191 -1.4114191366547 "NR"
"Italy" "ITC4B" 2014 2 18.7886380737191 0.284816126190414 "1"
"Italy" "ITC4B" 2015 4 18.7886380737191 0.710406344981807 "1"
"Italy" "ITC4B" 2016 18 18.7886380737191 -0.476901304215465 "1"
"Italy" "ITC4B" 2017 3 18.7886380737191 0.0733795026576278 "1"
"Italy" "ITC4B" 2018 6 18.7886380737191 1.20389374803588 "1"
"Italy" "ITC4B" 2019 5 18.7886380737191 -2.06119779698645 "1"
"Italy" "ITC4C" 2015 4 18.8761600870851 0.607833361538718 "NR"
"Italy" "ITC4C" 2016 2 18.8761600870851 -0.377186346657933 "1"
"Italy" "ITC4C" 2017 6 18.8761600870851 0.455178953752511 "1"
"Italy" "ITC4C" 2018 11 18.8761600870851 1.23539463531359 "1"
"Italy" "ITC4C" 2019 0 18.8761600870851 -1.23959028752313 "1"
"Italy" "ITF52" 2012 1 18.2335048900197 -0.144134461240019 "NR"
"Italy" "ITF52" 2013 0 18.2335048900197 0.697230841143352 "1"
"Italy" "ITF52" 2014 0 18.2335048900197 -1.19051361949405 "0"
"Italy" "ITF52" 2015 0 18.2335048900197 0.104341153143056 "0"
"Italy" "ITF52" 2016 0 18.2335048900197 -0.814214666407873 "0"
"Italy" "ITF52" 2017 0 18.2335048900197 0.594734589600405 "0"
"Italy" "ITF52" 2018 0 18.2335048900197 1.24635822614785 "0"
"Italy" "ITF52" 2019 0 18.2335048900197 -1.75501314236385 "0"
"Italy" "ITG11" 2016 1 20.0829861947358 -0.13970988052741 "NR"
"Italy" "ITG11" 2017 0 20.0829861947358 1.35364827437929 "1"
"Italy" "ITG11" 2018 0 20.0829861947358 0.042427847194172 "0"
"Italy" "ITG11" 2019 0 20.0829861947358 -1.66711879275411 "0"
"Italy" "ITG28" 2011 3 17.664546501995 0.676401448375338 "NR"
"Italy" "ITG28" 2012 2 17.664546501995 -0.316917475996549 "1"
"Italy" "ITG28" 2013 0 17.664546501995 -0.724334598761528 "1"
"Italy" "ITG28" 2014 0 17.664546501995 -0.482050840173603 "0"
"Italy" "ITG28" 2015 0 17.664546501995 1.0530848449137 "0"
"Italy" "ITG28" 2016 0 17.664546501995 0.396537852209986 "0"
"Italy" "ITG28" 2017 5 17.664546501995 1.29934042802839 "0"
"Italy" "ITG28" 2018 4 17.664546501995 0.106470404811868 "1"
"Italy" "ITG28" 2019 0 17.664546501995 -1.66470355188419 "1"
"Italy" "ITG29" 2011 1 17.0236705164361 0.274726534799069 "NR"
"Italy" "ITG29" 2012 0 17.0236705164361 -0.0329954549745677 "1"
"Italy" "ITG29" 2013 0 17.0236705164361 -0.83402696727195 "0"
"Italy" "ITG29" 2014 0 17.0236705164361 -0.388217037956443 "0"
"Italy" "ITG29" 2015 0 17.0236705164361 0.783056475486283 "0"
"Italy" "ITG29" 2016 0 17.0236705164361 -0.10028237616127 "0"
"Italy" "ITG29" 2017 0 17.0236705164361 1.65537492011005 "0"
"Italy" "ITG29" 2018 0 17.0236705164361 0.469245726421582 "0"
"Italy" "ITG29" 2019 0 17.0236705164361 -1.5155831688843 "0"
"Italy" "ITH31" 2013 7 17.5637108816595 -0.987055448908731 "NR"
"Italy" "ITH31" 2014 1 17.5637108816595 0.0636668275938438 "1"
"Italy" "ITH31" 2015 0 17.5637108816595 0.703509871744781 "1"
"Italy" "ITH31" 2016 5 17.5637108816595 -0.237611884616396 "0"
"Italy" "ITH31" 2017 1 17.5637108816595 0.0982637324224738 "1"
"Italy" "ITH31" 2018 56 17.5637108816595 1.07864204162641 "1"
"Italy" "ITH31" 2019 2 17.5637108816595 -1.35113195877521 "1"
"Italy" "ITH32" 2012 2 16.2150097328888 -0.768547776886088 "NR"
"Italy" "ITH32" 2013 0 16.2150097328888 -0.898268938239519 "1"
"Italy" "ITH32" 2014 0 16.2150097328888 -0.0567168834493959 "0"
"Italy" "ITH32" 2015 0 16.2150097328888 0.305075135232743 "0"
"Italy" "ITH32" 2016 2 16.2150097328888 -0.435443570357425 "0"
"Italy" "ITH32" 2017 2 16.2150097328888 -0.172369595826996 "1"
"Italy" "ITH32" 2018 16 16.2150097328888 0.939831690983034 "1"
"Italy" "ITH32" 2019 4 16.2150097328888 -1.15529456794744 "1"
"Italy" "ITH33" 2011 1 12.1283170150222 0.974908538460478 "NR"
"Italy" "ITH33" 2012 0 12.1283170150222 -0.60695137536988 "1"
"Italy" "ITH33" 2013 0 12.1283170150222 -0.976344025162683 "0"
"Italy" "ITH33" 2014 0 12.1283170150222 -0.47757200591858 "0"
"Italy" "ITH33" 2015 0 12.1283170150222 0.538524201827962 "0"
"Italy" "ITH33" 2016 0 12.1283170150222 0.0350061687582605 "0"
"Italy" "ITH33" 2017 0 12.1283170150222 -0.194815123196785 "0"
"Italy" "ITH33" 2018 0 12.1283170150222 1.18119118904922 "0"
"Italy" "ITH33" 2019 0 12.1283170150222 -0.696499512769753 "0"
"Italy" "ITH34" 2011 6 17.7824031580845 0.946090245144162 "NR"
"Italy" "ITH34" 2012 6 17.7824031580845 -0.745006982180136 "1"
"Italy" "ITH34" 2013 5 17.7824031580845 -1.20465358019358 "1"
"Italy" "ITH34" 2014 0 17.7824031580845 -0.11668172832687 "1"
"Italy" "ITH34" 2015 0 17.7824031580845 0.659196780531315 "0"
"Italy" "ITH34" 2016 0 17.7824031580845 -0.334257944029304 "0"
"Italy" "ITH34" 2017 2 17.7824031580845 -0.122958237329369 "0"
"Italy" "ITH34" 2018 11 17.7824031580845 1.0802314014883 "1"
"Italy" "ITH34" 2019 5 17.7824031580845 -1.10193523836707 "1"
"Italy" "ITH35" 2011 1 18.5815106877508 1.23248230509396 "NR"
"Italy" "ITH35" 2012 24 18.5815106877508 -0.607227795533434 "1"
"Italy" "ITH35" 2013 2 18.5815106877508 -1.40547609286436 "1"
"Italy" "ITH35" 2014 0 18.5815106877508 0.147158827349523 "1"
"Italy" "ITH35" 2015 0 18.5815106877508 0.384292395446549 "0"
"Italy" "ITH35" 2016 0 18.5815106877508 -0.45524366350803 "0"
"Italy" "ITH35" 2017 0 18.5815106877508 0.200876862220697 "0"
"Italy" "ITH35" 2018 46 18.5815106877508 1.41029856333661 "0"
"Italy" "ITH35" 2019 4 18.5815106877508 -1.10758143573374 "1"
"Italy" "ITH36" 2013 1 18.749094612737 -1.33196517085429 "NR"
"Italy" "ITH36" 2014 0 18.749094612737 0.16376311984044 "1"
"Italy" "ITH36" 2015 0 18.749094612737 0.592251573993956 "0"
"Italy" "ITH36" 2016 0 18.749094612737 -0.270883857428193 "0"
"Italy" "ITH36" 2017 2 18.749094612737 0.135715535591935 "0"
"Italy" "ITH36" 2018 95 18.749094612737 1.06923375989299 "1"
"Italy" "ITH36" 2019 16 18.749094612737 -1.45755279729944 "1"
"Italy" "ITH37" 2013 10 18.6642139066395 -1.47228404989541 "NR"
"Italy" "ITH37" 2014 0 18.6642139066395 0.289839375427426 "1"
"Italy" "ITH37" 2015 1 18.6642139066395 0.579590733022456 "0"
"Italy" "ITH37" 2016 6 18.6642139066395 -0.194238853975844 "1"
"Italy" "ITH37" 2017 5 18.6642139066395 0.509451568911793 "1"
"Italy" "ITH37" 2018 38 18.6642139066395 1.39520999730975 "1"
"Italy" "ITH37" 2019 1 18.6642139066395 -1.66360004968489 "1"
"Italy" "ITH41" 2012 2 15.6744679704895 -0.518552855830296 "NR"
"Italy" "ITH41" 2013 0 15.6744679704895 -1.00761008984054 "1"
"Italy" "ITH41" 2014 0 15.6744679704895 -0.392338817245103 "0"
"Italy" "ITH41" 2015 0 15.6744679704895 0.399664459675239 "0"
"Italy" "ITH41" 2016 0 15.6744679704895 -0.362606372325336 "0"
"Italy" "ITH41" 2017 0 15.6744679704895 -0.147886101495568 "0"
"Italy" "ITH41" 2018 16 15.6744679704895 1.3625036197789 "0"
"Italy" "ITH41" 2019 1 15.6744679704895 -0.729368390979823 "1"
"Italy" "ITH42" 2011 2 15.0051826291494 0.907772806277359 "NR"
"Italy" "ITH42" 2012 1 15.0051826291494 -0.554110877214031 "1"
"Italy" "ITH42" 2013 0 15.0051826291494 -0.845458810404387 "1"
"Italy" "ITH42" 2014 0 15.0051826291494 -0.430184366192609 "0"
"Italy" "ITH42" 2015 0 15.0051826291494 0.396020046134072 "0"
"Italy" "ITH42" 2016 0 15.0051826291494 -0.406444639333861 "0"
"Italy" "ITH42" 2017 0 15.0051826291494 -0.0263834934472531 "0"
"Italy" "ITH42" 2018 6 15.0051826291494 1.34645893096149 "0"
"Italy" "ITH42" 2019 0 15.0051826291494 -0.522738305576775 "1"
"Italy" "ITH43" 2012 1 17.5110611553404 -0.654330721458322 "NR"
"Italy" "ITH43" 2013 0 17.5110611553404 -0.909469205054671 "1"
"Italy" "ITH43" 2014 0 17.5110611553404 -0.393077701176791 "0"
"Italy" "ITH43" 2015 0 17.5110611553404 0.482491229143046 "0"
"Italy" "ITH43" 2016 0 17.5110611553404 -0.265998302247512 "0"
"Italy" "ITH43" 2017 0 17.5110611553404 0.252914970373362 "0"
"Italy" "ITH43" 2018 0 17.5110611553404 1.30216399610856 "0"
"Italy" "ITH43" 2019 0 17.5110611553404 -0.369914201374567 "0"
"Italy" "ITH51" 2014 2 16.4461537278163 -0.318297610460427 "NR"
"Italy" "ITH51" 2015 1 16.4461537278163 0.469010753890682 "1"
"Italy" "ITH51" 2016 1 16.4461537278163 -0.470174216224293 "1"
"Italy" "ITH51" 2017 0 16.4461537278163 0.400709715523219 "1"
"Italy" "ITH51" 2018 4 16.4461537278163 1.07162554390029 "0"
"Italy" "ITH51" 2019 0 16.4461537278163 -1.59651832980629 "1"
"Italy" "ITH52" 2013 3 15.7509861256646 -0.744371075804744 "NR"
"Italy" "ITH52" 2014 1 15.7509861256646 -0.359286006622186 "1"
"Italy" "ITH52" 2015 6 15.7509861256646 0.512653619597683 "1"
"Italy" "ITH52" 2016 1 15.7509861256646 -0.777118779542823 "1"
"Italy" "ITH52" 2017 0 15.7509861256646 0.194297541379407 "1"
"Italy" "ITH52" 2018 4 15.7509861256646 1.14093950187863 "0"
"Italy" "ITH52" 2019 1 15.7509861256646 -1.63636122825859 "1"
"Italy" "ITH53" 2013 5 16.4743792585327 -0.646984482101143 "NR"
"Italy" "ITH53" 2014 1 16.4743792585327 -0.054186263942876 "1"
"Italy" "ITH53" 2015 7 16.4743792585327 0.803600138375617 "1"
"Italy" "ITH53" 2016 4 16.4743792585327 -0.523693082336036 "1"
"Italy" "ITH53" 2017 8 16.4743792585327 0.135655679669361 "1"
"Italy" "ITH53" 2018 10 16.4743792585327 1.30087741214463 "1"
"Italy" "ITH53" 2019 0 16.4743792585327 -1.54669547336356 "1"
"Italy" "ITH54" 2013 16 16.6099770752291 -0.731722216004806 "NR"
"Italy" "ITH54" 2014 2 16.6099770752291 -0.167572518090476 "1"
"Italy" "ITH54" 2015 12 16.6099770752291 0.750789640175133 "1"
"Italy" "ITH54" 2016 7 16.6099770752291 -0.510454750749279 "1"
"Italy" "ITH54" 2017 3 16.6099770752291 0.186236348143755 "1"
"Italy" "ITH54" 2018 65 16.6099770752291 1.54109232852886 "1"
"Italy" "ITH54" 2019 3 16.6099770752291 -1.53542392115118 "1"
"Italy" "ITH55" 2013 2 17.0363911218536 -0.526329947682811 "NR"
"Italy" "ITH55" 2014 4 17.0363911218536 -0.166220882245372 "1"
"Italy" "ITH55" 2015 3 17.0363911218536 0.667127774747278 "1"
"Italy" "ITH55" 2016 10 17.0363911218536 -0.366440067101144 "1"
"Italy" "ITH55" 2017 5 17.0363911218536 0.0242297348464564 "1"
"Italy" "ITH55" 2018 64 17.0363911218536 1.92281325384058 "1"
"Italy" "ITH55" 2019 0 17.0363911218536 -1.46703877751351 "1"
"Italy" "ITH56" 2013 6 18.4053134786836 -1.29465618735679 "NR"
"Italy" "ITH56" 2014 0 18.4053134786836 0.203346401761369 "1"
"Italy" "ITH56" 2015 1 18.4053134786836 0.598730994803247 "0"
"Italy" "ITH56" 2016 7 18.4053134786836 -0.225172125567352 "1"
"Italy" "ITH56" 2017 0 18.4053134786836 0.403709794349448 "1"
"Italy" "ITH56" 2018 23 18.4053134786836 1.5887830425635 "0"
"Italy" "ITH56" 2019 0 18.4053134786836 -1.54238923273867 "1"
"Italy" "ITH57" 2016 4 17.5379438270846 -0.240486186989551 "NR"
"Italy" "ITH57" 2017 1 17.5379438270846 0.0293225378154061 "1"
"Italy" "ITH57" 2018 20 17.5379438270846 1.95133455282644 "1"
"Italy" "ITH57" 2019 0 17.5379438270846 -0.999248139687913 "1"
"Italy" "ITH58" 2018 5 16.1672244170796 1.50828350273838 "NR"
"Italy" "ITH58" 2019 0 16.1672244170796 -1.34391690194104 "1"
"Italy" "ITH59" 2015 1 16.603518155417 0.705031635022169 "NR"
"Italy" "ITH59" 2016 0 16.603518155417 -0.22700265905274 "1"
"Italy" "ITH59" 2017 0 16.603518155417 -0.0471754807047616 "0"
"Italy" "ITH59" 2018 0 16.603518155417 1.37526587051671 "0"
"Italy" "ITH59" 2019 0 16.603518155417 -1.01286660512576 "0"
"Italy" "ITI16" 2017 2 17.222532435327 0.766475511541879 "NR"
"Italy" "ITI16" 2018 0 17.222532435327 0.948812378270705 "1"
"Italy" "ITI16" 2019 0 17.222532435327 -1.88722322752866 "0"
"Italy" "ITI33" 2019 1 16.0278883934021 -1.31167978179778 "NR"
"Portugal" "PT150" 2015 1 20.4469202968532 1.26134978360134 "NR"
"Portugal" "PT150" 2016 0 20.4469202968532 -0.329402130613874 "1"
"Portugal" "PT150" 2017 0 20.4469202968532 0.78095724299213 "0"
"Portugal" "PT150" 2018 0 20.4469202968532 -1.44070192225878 "0"
"Portugal" "PT150" 2019 0 20.4469202968532 1.34374220746992 "0"
"Romania" "RO111" 2018 6 15.2999547502471 2.82644981049255 "NR"
"Romania" "RO111" 2019 0 15.2999547502471 0.13229094361815 "1"
"Romania" "RO112" 2016 1 13.3944617463434 -0.267882674765391 "NR"
"Romania" "RO112" 2017 0 13.3944617463434 -0.451073855091355 "1"
"Romania" "RO112" 2018 1 13.3944617463434 3.63729714935941 "0"
"Romania" "RO112" 2019 0 13.3944617463434 0.64304731271367 "1"
"Romania" "RO113" 2015 1 14.2584746218984 0.245262714405904 "NR"
"Romania" "RO113" 2016 1 14.2584746218984 -0.494217788013584 "1"
"Romania" "RO113" 2017 0 14.2584746218984 -0.649860689259264 "1"
"Romania" "RO113" 2018 2 14.2584746218984 3.28603733348524 "0"
"Romania" "RO113" 2019 0 14.2584746218984 0.00676711352156044 "1"
"Romania" "RO115" 2016 1 15.9277512317113 0.0869403371048244 "NR"
"Romania" "RO115" 2017 0 15.9277512317113 -1.11438455097106 "1"
"Romania" "RO115" 2018 6 15.9277512317113 3.32594735293725 "0"
"Romania" "RO115" 2019 1 15.9277512317113 0.244809475617967 "1"
"Romania" "RO121" 2018 2 14.1539037279242 3.50758643095753 "NR"
"Romania" "RO121" 2019 0 14.1539037279242 0.044394510604754 "1"
"Romania" "RO123" 2018 1 13.0219044190355 4.986771021945 "NR"
"Romania" "RO123" 2019 0 13.0219044190355 -0.791987480687562 "1"
"Romania" "RO125" 2013 1 14.5423009074182 1.6248737053778 "NR"
"Romania" "RO125" 2014 1 14.5423009074182 0.625421984531844 "1"
"Romania" "RO125" 2015 0 14.5423009074182 0.821421885542677 "1"
"Romania" "RO125" 2016 1 14.5423009074182 -0.612531617718638 "0"
"Romania" "RO125" 2017 2 14.5423009074182 0.0473346471266799 "1"
"Romania" "RO125" 2018 7 14.5423009074182 3.57931235227085 "1"
"Romania" "RO125" 2019 2 14.5423009074182 0.650180069677253 "1"
"Romania" "RO126" 2013 2 14.1315866639317 2.01633955722854 "NR"
"Romania" "RO126" 2014 1 14.1315866639317 0.58058495077106 "1"
"Romania" "RO126" 2015 1 14.1315866639317 0.380686012153187 "1"
"Romania" "RO126" 2016 0 14.1315866639317 -0.669458820185116 "1"
"Romania" "RO126" 2017 1 14.1315866639317 0.0434733732327107 "0"
"Romania" "RO126" 2018 7 14.1315866639317 3.25883859840578 "1"
"Romania" "RO126" 2019 0 14.1315866639317 0.0786480803792512 "1"
"Romania" "RO211" 2013 1 14.1001011014853 3.19574859895966 "NR"
"Romania" "RO211" 2014 0 14.1001011014853 0.20047588358386 "1"
"Romania" "RO211" 2015 0 14.1001011014853 1.2191599130759 "0"
"Romania" "RO211" 2016 7 14.1001011014853 0.142842571627992 "0"
"Romania" "RO211" 2017 1 14.1001011014853 -0.259427801782572 "1"
"Romania" "RO211" 2018 10 14.1001011014853 3.72654019842944 "1"
"Romania" "RO211" 2019 0 14.1001011014853 -1.0967975612958 "1"
"Romania" "RO212" 2018 5 16.0335629647747 3.39511802064707 "NR"
"Romania" "RO212" 2019 1 16.0335629647747 -0.331086508408259 "1"
"Romania" "RO213" 2011 1 16.3794663056336 -0.543249847087902 "NR"
"Romania" "RO213" 2012 1 16.3794663056336 2.39703076965789 "1"
"Romania" "RO213" 2013 2 16.3794663056336 2.27592155556866 "1"
"Romania" "RO213" 2014 1 16.3794663056336 0.153218656413806 "1"
"Romania" "RO213" 2015 0 16.3794663056336 1.23269775036384 "1"
"Romania" "RO213" 2016 2 16.3794663056336 0.156275645340371 "0"
"Romania" "RO213" 2017 1 16.3794663056336 -0.153243083396731 "1"
"Romania" "RO213" 2018 25 16.3794663056336 2.90477647898138 "1"
"Romania" "RO213" 2019 4 16.3794663056336 -0.838235787782528 "1"
"Romania" "RO214" 2016 1 13.3465426743268 0.420161500493545 "NR"
"Romania" "RO214" 2017 1 13.3465426743268 0.0862799601124426 "1"
"Romania" "RO214" 2018 0 13.3465426743268 3.82065361229046 "1"
"Romania" "RO214" 2019 0 13.3465426743268 -0.921185444131199 "0"
"Romania" "RO215" 2018 5 11.7840453325636 4.26501384100029 "NR"
"Romania" "RO215" 2019 1 11.7840453325636 -0.0741766228002644 "1"
"Romania" "RO216" 2018 3 16.6566479277514 2.59353283140869 "NR"
"Romania" "RO216" 2019 1 16.6566479277514 -0.742425019485058 "1"
"Romania" "RO221" 2012 2 17.6970443133128 2.56866394307312 "NR"
"Romania" "RO221" 2013 4 17.6970443133128 1.67619828117332 "1"
"Romania" "RO221" 2014 1 17.6970443133128 -0.116579950259591 "1"
"Romania" "RO221" 2015 0 17.6970443133128 -0.167762137260654 "1"
"Romania" "RO221" 2016 17 17.6970443133128 -1.18817415559873 "0"
"Romania" "RO221" 2017 5 17.6970443133128 -0.939841232558077 "1"
"Romania" "RO221" 2018 8 17.6970443133128 2.7080658987743 "1"
"Romania" "RO221" 2019 1 17.6970443133128 0.182316970087615 "1"
"Romania" "RO222" 2015 2 15.964573484638 0.330275669323593 "NR"
"Romania" "RO222" 2016 0 15.964573484638 -1.59433283734583 "1"
"Romania" "RO222" 2017 2 15.964573484638 -0.951416590196655 "0"
"Romania" "RO222" 2018 1 15.964573484638 3.61133768617448 "1"
"Romania" "RO222" 2019 2 15.964573484638 -1.73244405160814 "1"
"Romania" "RO223" 2011 2 16.9914037992669 -2.10035529370455 "NR"
"Romania" "RO223" 2012 0 16.9914037992669 1.75992220220686 "1"
"Romania" "RO223" 2013 2 16.9914037992669 2.36620147290335 "0"
"Romania" "RO223" 2014 1 16.9914037992669 -0.862817136229044 "1"
"Romania" "RO223" 2015 0 16.9914037992669 -0.659664854978889 "1"
"Romania" "RO223" 2016 2 16.9914037992669 -0.94599848945047 "0"
"Romania" "RO223" 2017 3 16.9914037992669 -1.43529576348825 "1"
"Romania" "RO223" 2018 9 16.9914037992669 0.931332087722358 "1"
"Romania" "RO223" 2019 6 16.9914037992669 -0.917685180361737 "1"
"Romania" "RO224" 2011 1 17.7927636420715 -1.71513748507675 "NR"
"Romania" "RO224" 2012 0 17.7927636420715 2.75089478655665 "1"
"Romania" "RO224" 2013 2 17.7927636420715 2.39954899561614 "0"
"Romania" "RO224" 2014 1 17.7927636420715 -0.292834996177231 "1"
"Romania" "RO224" 2015 0 17.7927636420715 0.616672521054689 "1"
"Romania" "RO224" 2016 8 17.7927636420715 -1.03472286630677 "0"
"Romania" "RO224" 2017 1 17.7927636420715 -0.52103246016894 "1"
